,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
32362,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,goodchance,goodchance,Everton,Open Play,84:42,M. Keane,3.0,32.0,Head,1,3,4,2,Missed,T. Davies,Corner,-136.0,2.0,T. Walcott,Corner Won
32413,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,Chelsea,Open Play,87:25,C. Hudson-Odoi,17.0,94.0,Right,2,3,6,1,Defended,Pedro,Open Play Pass,20.0,106.0,Fabregas,Open Play Pass
32414,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,Chelsea,Open Play,69:38,Marcos Alonso,14.0,100.0,Left,2,2,4,1,Missed,Pedro,Open Play Pass,-23.0,126.0,Fabregas,Open Play Pass
32415,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,fairlygoodchance,fairlygoodchance,Chelsea,Direct Free-Kick,69:16,Marcos Alonso,-30.0,92.0,Left,2,0,6,1,Defended,-,-,-,-,-,-
32416,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,AFC Bournemouth,Open Play,65:34,C. Wilson,-10.0,96.0,Left,2,2,3,1,Defended,A. Begovic,Free Kick,-97.0,283.0,-,-
32417,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,AFC Bournemouth,Open Play,53:02,L. Cook,-63.0,81.0,Right,2,3,4,0,Missed,R. Fraser,Open Play Pass,-118.0,104.0,J. Ibe,Open Play Pass
32418,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,Chelsea,Open Play,51:30,E. Hazard,58.0,80.0,Left,3,4,3,0,Saved,R. Barkley,Open Play Pass,21.0,188.0,N. Kante,Open Play Pass
32419,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,fairlygoodchance,fairlygoodchance,Chelsea,Direct Free-Kick,49:27,Marcos Alonso,-30.0,92.0,Left,2,0,6,2,Missed,-,-,-,-,-,-
32420,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,verygoodchance,verygoodchance,Chelsea,Open Play,38:33,Marcos Alonso,18.0,29.0,Head,2,3,2,0,Missed,D. Zappacosta,Cross High,-90.0,66.0,R. Barkley,Open Play Pass
32421,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,fairlygoodchance,fairlygoodchance,Chelsea,Open Play,32:32,R. Barkley,-11.0,60.0,Left,2,2,3,0,Defended,E. Hazard,Open Play Pass,-55.0,74.0,Azpilicueta,Open Play Pass
32422,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,verygoodchance,verygoodchance,Chelsea,Dangerous Moment,30:59,E. Hazard,10.0,29.0,Head,0,2,1,0,Missed,Marcos Alonso,Cross High,119.0,48.0,Pedro,Open Play Pass
32423,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,verygoodchance,verygoodchance,Chelsea,Open Play,29:39,G. Cahill,12.0,18.0,Head,2,3,1,0,Missed,Pedro,Corner,134.0,1.0,-,-
32424,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,AFC Bournemouth,Open Play,03:56,J. Ibe,-39.0,83.0,Left,2,2,4,1,Defended,J. Stanislas,Corner,-136.0,0.0,-,-
32425,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,AFC Bournemouth,Open Play,11:49,J. Stanislas,66.0,86.0,Right,3,1,6,2,Saved,C. Daniels,Open Play Pass,61.0,75.0,J. Stanislas,Open Play Pass
32426,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,Chelsea,Open Play,14:29,Pedro,40.0,86.0,Left,2,2,3,0,Missed,E. Hazard,Open Play Pass,-23.0,112.0,-,-
32427,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,AFC Bournemouth,Open Play,24:13,J. Ibe,21.0,93.0,Left,3,3,3,0,Saved,J. Stanislas,Open Play Pass,29.0,153.0,C. Daniels,Open Play Pass
32428,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,poorchance,poorchance,Chelsea,Open Play,58:06,D. Zappacosta,-24.0,108.0,Right,2,1,5,3,Defended,Pedro,Open Play Pass,-2.0,94.0,Fabregas,Corner
32429,EngPr,2463037,2018-01-31,19:45:00,Chelsea,AFC Bournemouth,goodchance,goodchance,Chelsea,Open Play,58:41,T. Bakayoko,-13.0,37.0,Head,2,3,2,1,Saved,Azpilicueta,Cross High,83.0,88.0,D. Zappacosta,Open Play Pass
32474,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,76:18,E. Dier,14.0,91.0,Right,2,1,2,0,Defended,D. Alli,Shot (Opposition Rebound),-39.0,77.0,Heung-Min Son,Open Play Pass
32472,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,poorchance,poorchance,Tottenham Hotspur,Open Play,74:02,H. Kane,5.0,96.0,Right,1,3,3,0,Missed,C. Eriksen,Open Play Pass,-7.0,112.0,H. Kane,Open Play Pass
32448,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,goodchance,goodchance,Manchester City,Open Play,78:41,K. Walker,-60.0,36.0,Right,2,1,2,0,Missed,Brahim Diaz,Cross High,71.0,23.0,S. Aguero,Open Play Pass
32471,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,verygoodchance,verygoodchance,Manchester United,Open Play,55:36,R. Lukaku,44.0,24.0,Left,3,1,1,0,Saved,P. Pogba,Open Play Pass,82.0,224.0,A. Young,Open Play Pass
32447,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,fairlygoodchance,fairlygoodchance,Manchester City,Direct Free-Kick,70:39,K. Walker,39.0,103.0,Right,3,0,6,1,Saved,Fernandinho,Free Kick Won,37.0,105.0,-,-
32446,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,poorchance,poorchance,Manchester City,Open Play,66:14,O. Zinchenko,-57.0,115.0,Left,2,1,3,0,Missed,K. Walker,Open Play Pass,-114.0,96.0,K. De Bruyne,Open Play Pass
32445,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,fairlygoodchance,fairlygoodchance,Manchester City,Open Play,64:22,Bernardo Silva,-40.0,71.0,Left,3,3,2,0,Saved,I. Gundogan,Open Play Pass,-9.0,92.0,Bernardo Silva,Open Play Pass
32444,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,fairlygoodchance,fairlygoodchance,Manchester City,Open Play,62:12,Bernardo Silva,-17.0,30.0,Head,1,4,2,0,Missed,I. Gundogan,Cross High,65.0,19.0,R. Sterling,Open Play Pass
32470,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,54:08,H. Kane,-44.0,58.0,Right,1,4,3,0,Missed,D. Alli,Open Play Pass,51.0,112.0,J. Vertonghen,Open Play Pass
32469,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,poorchance,poorchance,Manchester United,Open Play,52:47,A. Sanchez,-43.0,32.0,Head,1,4,3,0,Defended,A. Young,Corner,135.0,0.0,A. Martial,Corner Won
32468,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,verygoodchance,verygoodchance,Tottenham Hotspur,Open Play,45:05,H. Kane,-16.0,48.0,Left,3,3,1,0,Saved,J. Vertonghen,Free Kick,81.0,238.0,Heung-Min Son,Free Kick Won
32467,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,goodchance,goodchance,Tottenham Hotspur,Open Play,39:34,E. Dier,-18.0,27.0,Head,2,3,2,0,Missed,C. Eriksen,Free Kick,-119.0,71.0,C. Eriksen,Free Kick Won
32466,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,poorchance,poorchance,Tottenham Hotspur,Open Play,32:54,Heung-Min Son,57.0,97.0,Left,1,3,3,0,Missed,H. Kane,Open Play Pass,41.0,173.0,B. Davies,Open Play Pass
32465,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,verygoodchance,verygoodchance,Manchester United,Open Play,30:11,P. Pogba,-12.0,18.0,Right,1,3,2,0,Missed,C. Smalling,Open Play Pass,21.0,43.0,J. Lingard,Corner
32464,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,goodchance,goodchance,Manchester United,Open Play,29:45,A. Martial,-56.0,35.0,Right,3,4,2,0,Saved,A. Valencia,Open Play Pass,-123.0,128.0,P. Pogba,Open Play Pass
32463,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,goodchance,goodchance,Tottenham Hotspur,Open Play,23:01,H. Kane,-29.0,39.0,Right,3,3,2,0,Saved,C. Eriksen,Open Play Pass,-94.0,103.0,D. Alli,Open Play Pass
32462,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,21:46,D. Alli,-6.0,63.0,Right,1,4,2,0,Missed,E. Dier,Open Play Pass,-43.0,193.0,M. Dembele,Open Play Pass
32461,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,goodchance,goodchance,Manchester United,Open Play,20:32,A. Martial,-49.0,48.0,Left,1,3,2,0,Missed,A. Valencia,Open Play Pass,-107.0,260.0,P. Pogba,Open Play Pass
32460,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,11:31,D. Alli,-52.0,39.0,Right,2,4,2,0,Defended,-,-,-,-,-,-
32459,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,verygoodchance,verygoodchance,Manchester United,Open Play,02:46,J. Lingard,-7.0,30.0,Right,2,5,1,0,Saved,-,-,-,-,-,-
32458,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,goodchance,goodchance,Tottenham Hotspur,Open Play,48:51,Heung-Min Son,-8.0,61.0,Right,2,3,2,0,Missed,H. Kane,Open Play Pass,-57.0,111.0,D. Alli,Open Play Pass
32457,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,poorchance,poorchance,Tottenham Hotspur,Open Play,64:51,C. Eriksen,-49.0,102.0,Right,3,3,3,0,Missed,Heung-Min Son,Open Play Pass,-114.0,110.0,E. Dier,Open Play Pass
32456,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,65:36,B. Davies,27.0,102.0,Left,3,1,3,1,Saved,M. Dembele,Open Play Pass,-4.0,93.0,Heung-Min Son,Open Play Pass
32455,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,verygoodchance,verygoodchance,Tottenham Hotspur,Open Play,66:30,H. Kane,-2.0,57.0,Right,3,1,2,0,Saved,Heung-Min Son,Open Play Pass,-100.0,110.0,D. Alli,Open Play Pass
32454,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,verygoodchance,verygoodchance,Tottenham Hotspur,Open Play,68:33,Heung-Min Son,-44.0,31.0,Right,3,0,1,0,Saved,C. Eriksen,Open Play Pass,-35.0,102.0,K. Trippier,Open Play Pass
32453,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Direct Free-Kick,87:29,H. Kane,40.0,76.0,Right,2,0,7,1,Missed,H. Kane,Free Kick Won,41.0,75.0,E. Lamela,Open Play Pass
32452,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,goodchance,goodchance,Manchester City,Open Play,91:33,Brahim Diaz,50.0,38.0,Left,2,3,3,0,Missed,O. Zinchenko,Open Play Pass,69.0,336.0,Fernandinho,Open Play Pass
32451,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,verygoodchance,verygoodchance,West Bromwich Albion,Open Play,91:12,M. Phillips,56.0,38.0,Left,2,3,2,0,Saved,J. Rodriguez,Open Play Pass,88.0,120.0,G. Barry,Open Play Pass
32450,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,greatchance,greatchance,West Bromwich Albion,Open Play,87:36,D. Sturridge,53.0,56.0,Left,2,2,2,0,Missed,D. Sturridge,Shot (Opposition Rebound),52.0,86.0,G. Barry,Open Play Pass
32449,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,greatchance,greatchance,Manchester City,Open Play,83:24,Brahim Diaz,37.0,47.0,Right,2,1,1,0,Saved,R. Sterling,Open Play Pass,-30.0,102.0,Ederson Moraes,Open Play Pass
32441,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,fairlygoodchance,fairlygoodchance,Manchester City,Open Play,16:36,K. De Bruyne,56.0,86.0,Right,2,2,3,0,Defended,Bernardo Silva,Open Play Pass,70.0,39.0,David Silva,Open Play Pass
32442,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,fairlygoodchance,fairlygoodchance,Manchester City,Direct Free-Kick,03:24,David Silva,-42.0,101.0,Left,2,0,6,1,Defended,S. Aguero,Free Kick Won,-38.0,100.0,-,-
32443,EngPr,2463041,2018-01-31,20:00:00,Manchester City,West Bromwich Albion,goodchance,goodchance,Manchester City,Open Play,35:11,K. De Bruyne,14.0,56.0,Right,3,2,2,0,Saved,S. Aguero,Open Play Pass,57.0,35.0,K. De Bruyne,Open Play Pass
32382,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,fairlygoodchance,fairlygoodchance,Newcastle United,Direct Free-Kick,54:09,Ayoze Perez,32.0,114.0,Right,1,0,6,2,Missed,Ayoze Perez,Free Kick Won,43.0,115.0,-,-
32379,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Burnley,Open Play,46:05,A. Barnes,1.0,107.0,Left,2,3,2,0,Missed,N. Pope,Open Play Pass,1.0,354.0,-,-
32380,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,goodchance,goodchance,Newcastle United,Open Play,47:48,Joselu,11.0,19.0,Head,1,4,2,0,Missed,Kenedy,Corner,-136.0,0.0,D. Yedlin,Corner Won
32381,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,greatchance,greatchance,Burnley,Open Play,48:44,A. Barnes,-35.0,46.0,Left,1,2,1,0,Missed,J. Hendrick,Open Play Pass,-100.0,80.0,P. Bardsley,Throw in
32383,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Newcastle United,Open Play,58:28,Mikel Merino,68.0,236.0,Left,1,2,3,1,Missed,Joselu,Open Play Pass,33.0,241.0,Mikel Merino,Open Play Pass
32378,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Newcastle United,Open Play,39:22,M. Diame,4.0,44.0,Right,1,3,3,0,Missed,J. Lascelles,Open Play Pass,-51.0,35.0,P. Dummett,Cross High
32384,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Burnley,Open Play,66:00,A. Barnes,-65.0,53.0,Left,1,3,3,0,Missed,A. Westwood,Open Play Pass,-39.0,89.0,A. Barnes,Open Play Pass
32385,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,verygoodchance,verygoodchance,Newcastle United,Open Play,72:20,Joselu,36.0,49.0,Left,2,2,2,0,Missed,Jacob Murphy,Open Play Pass,-58.0,91.0,-,-
32386,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Burnley,Open Play,75:21,S. Vokes,-2.0,101.0,Right,1,2,3,0,Missed,A. Barnes,Open Play Pass,9.0,129.0,B. Mee,Open Play Pass
32387,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Burnley,Open Play,76:36,J. Hendrick,-14.0,103.0,Right,2,1,3,0,Defended,J. Gudmundsson,Cross High,-108.0,36.0,S. Vokes,Open Play Pass
32388,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,fairlygoodchance,fairlygoodchance,Newcastle United,Open Play,78:48,M. Ritchie,29.0,31.0,Right,2,5,2,0,Defended,Jacob Murphy,Cross High,-85.0,18.0,D. Yedlin,Open Play Pass
32377,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Newcastle United,Open Play,29:50,C. Atsu,-17.0,99.0,Left,2,2,3,1,Saved,M. Diame,Open Play Pass,93.0,165.0,Kenedy,Open Play Pass
32389,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,fairlygoodchance,fairlygoodchance,Burnley,Open Play,86:37,J. Hendrick,41.0,75.0,Right,1,1,3,1,Missed,A. Lennon,Open Play Pass,67.0,26.0,P. Bardsley,Cross High
32376,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,goodchance,goodchance,Burnley,Open Play,23:08,K. Long,32.0,42.0,Right,1,2,1,0,Saved,J. Gudmundsson,Free Kick,-107.0,151.0,K. Long,Free Kick Won
124,EngPr,2463043,2018-01-31,20:00:00,Tottenham Hotspur,Manchester United,owngoal,Poor,Tottenham Hotspur,-,27:46,P. Jones,-20.0,31.0,Right,-,-,1,0,-,K. Trippier,Cross Low,-84.0,48.0,C. Eriksen,Open Play Pass
123,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,owngoal,Great,Burnley,-,84:04,K. Darlow,1.0,2.0,Other,-,-,0,0,-,S. Vokes,Shot (Opposition Rebound),2.0,11.0,K. Long,Open Play Pass
32390,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,poorchance,poorchance,Burnley,Open Play,90:54,G. N'Koudou,-55.0,75.0,Left,3,4,3,0,Saved,J. Hendrick,Open Play Pass,-35.0,47.0,B. Mee,Open Play Pass
32374,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,goodchance,goodchance,Newcastle United,Open Play,12:34,Ayoze Perez,1.0,35.0,Head,1,2,2,0,Missed,Kenedy,Cross High,118.0,60.0,P. Dummett,Open Play Pass
32405,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,goodchance,goodchance,Southampton,Open Play,42:32,R. Bertrand,5.0,58.0,Left,2,1,4,0,Missed,J. Ward-Prowse,Corner,136.0,1.0,D. Tadic,Corner Won
32375,EngPr,2463039,2018-01-31,19:45:00,Newcastle United,Burnley,greatchance,greatchance,Newcastle United,Open Play,16:46,C. Atsu,15.0,37.0,Left,2,1,1,0,Saved,Kenedy,Shot (Woodwork Rebound),-14.0,93.0,C. Atsu,Open Play Pass
32373,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,poorchance,poorchance,Everton,Open Play,45:08,T. Walcott,-14.0,72.0,Left,1,2,5,2,Defended,S. Coleman,Cross High,-87.0,32.0,G. Sigurdsson,Free Kick
32372,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,goodchance,goodchance,Leicester City,Open Play,44:09,M. Albrighton,-51.0,29.0,Left,3,2,1,0,Defended,-,-,-,-,-,-
32371,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,verygoodchance,verygoodchance,Everton,Dangerous Moment,39:16,O. Niasse,-4.0,70.0,Right,0,2,1,0,Saved,-,-,-,-,-,-
32370,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,greatchance,greatchance,Everton,Open Play,36:31,O. Niasse,4.0,30.0,Left,1,2,2,0,Missed,G. Sigurdsson,Cross Low,-58.0,18.0,T. Walcott,Open Play Pass
32369,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,poorchance,poorchance,Everton,Open Play,26:23,T. Davies,15.0,94.0,Left,2,2,3,1,Defended,S. Coleman,Cross High,-104.0,18.0,T. Walcott,Open Play Pass
32368,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,goodchance,goodchance,Leicester City,Open Play,09:23,W. Ndidi,-10.0,30.0,Head,3,4,2,0,Woodwork,M. Albrighton,Cross High,128.0,34.0,B. Chilwell,Open Play Pass
32367,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,poorchance,poorchance,Everton,Open Play,04:45,T. Walcott,-55.0,106.0,Right,3,1,2,0,Saved,-,-,-,-,-,-
32366,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,verygoodchance,verygoodchance,Leicester City,Open Play,01:11,H. Maguire,10.0,25.0,Head,1,2,3,1,Missed,M. Albrighton,Corner,134.0,0.0,D. Gray,Corner Won
32365,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,fairlygoodchance,fairlygoodchance,Everton,Dangerous Moment,62:09,O. Niasse,14.0,23.0,Head,0,3,3,0,Missed,G. Sigurdsson,Corner,-136.0,1.0,O. Niasse,Corner Won
32364,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,verygoodchance,verygoodchance,Leicester City,Open Play,76:10,K. Iheanacho,-2.0,9.0,Left,2,4,2,0,Woodwork,H. Maguire,Shot (Deflection),-13.0,35.0,M. Albrighton,Corner
32363,EngPr,2463038,2018-01-31,19:45:00,Everton,Leicester City,greatchance,greatchance,Leicester City,Open Play,78:32,M. James,-27.0,28.0,Right,2,1,1,0,Defended,B. Chilwell,Cross Low,104.0,58.0,F. Diabate,Open Play Pass
32391,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Southampton,Direct Free-Kick,72:26,J. Ward-Prowse,1.0,77.0,Right,2,0,7,2,Defended,J. Ward-Prowse,Free Kick Won,1.0,75.0,S. Davis,Open Play Pass
32404,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,verygoodchance,verygoodchance,Brighton & Hove Albion,Open Play,41:15,G. Murray,46.0,44.0,Left,3,2,1,0,Saved,D. Propper,Open Play Pass,78.0,133.0,J. Izquierdo,Open Play Pass
32403,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Southampton,Open Play,39:55,Cedric Soares,27.0,98.0,Right,1,1,4,1,Saved,R. Bertrand,Open Play Pass,63.0,51.0,S. Long,Open Play Pass
32394,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,29:11,E. Schelotto,-64.0,97.0,Left,1,3,2,1,Missed,S. March,Open Play Pass,-102.0,24.0,G. Bong,Cross High
32395,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,poorchance,poorchance,Southampton,Open Play,27:32,R. Bertrand,78.0,43.0,Left,2,3,2,0,Missed,D. Tadic,Free Kick,106.0,185.0,S. Long,Free Kick Won
32396,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Southampton,Open Play,23:15,Oriol Romeu,-2.0,105.0,Right,1,1,3,0,Missed,J. Ward-Prowse,Open Play Pass,8.0,69.0,S. Davis,Shot (Opposition Rebound)
32393,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Southampton,Open Play,68:07,G. Carrillo,-4.0,101.0,Right,2,1,3,0,Missed,W. Hoedt,Open Play Pass,79.0,242.0,P. Hojbjerg,Open Play Pass
32397,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,goodchance,goodchance,Southampton,Open Play,12:13,Oriol Romeu,-3.0,40.0,Head,1,3,4,1,Missed,J. Ward-Prowse,Corner,-136.0,0.0,J. Ward-Prowse,Corner Won
32399,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,10:05,S. March,-58.0,104.0,Left,2,2,2,0,Defended,P. Gross,Open Play Pass,-38.0,131.0,D. Stephens,Open Play Pass
32398,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,10:52,D. Propper,-45.0,99.0,Right,1,0,4,2,Missed,-,-,-,-,-,-
32400,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,verygoodchance,verygoodchance,Brighton & Hove Albion,Open Play,00:24,J. Izquierdo,22.0,52.0,Right,1,1,2,0,Missed,P. Gross,Cross Low,-63.0,45.0,G. Murray,Open Play Pass
32401,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,poorchance,poorchance,Southampton,Dangerous Moment,31:03,P. Hojbjerg,15.0,33.0,Other,0,1,1,0,Woodwork,-,-,-,-,-,-
32402,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,goodchance,goodchance,Southampton,Open Play,31:51,W. Hoedt,-23.0,18.0,Head,1,3,2,0,Missed,J. Ward-Prowse,Corner,-136.0,2.0,S. Long,Corner Won
32392,EngPr,2463040,2018-01-31,19:45:00,Southampton,Brighton & Hove Albion,poorchance,poorchance,Southampton,Open Play,69:23,P. Hojbjerg,-60.0,111.0,Right,3,3,4,0,Saved,-,-,-,-,-,-
32360,EngPr,2463034,2018-01-30,20:00:00,Huddersfield Town,Liverpool,greatchance,greatchance,Liverpool,Open Play,72:29,Mohamed Salah,-56.0,21.0,Left,2,2,0,0,Missed,-,-,-,-,-,-
4350,EngPr,2463034,2018-01-30,20:00:00,Huddersfield Town,Liverpool,goal,Poor,Liverpool,Open Play,25:02,E. Can,-21.0,99.0,Right,3,3,2,0,-,-,-,-,-,-,-
32356,EngPr,2463034,2018-01-30,20:00:00,Huddersfield Town,Liverpool,greatchance,greatchance,Liverpool,Open Play,53:51,S. Mane,11.0,51.0,Head,3,0,1,0,Saved,E. Can,Cross High,-94.0,143.0,J. Matip,Open Play Pass
4351,EngPr,2463034,2018-01-30,20:00:00,Huddersfield Town,Liverpool,goal,Fairly Good,Liverpool,Open Play,45:08,Roberto Firmino,32.0,10.0,Right,3,3,1,0,-,S. Mane,Open Play Pass,90.0,102.0,A. Robertson,Open Play Pass
4349,EngPr,2463034,2018-01-30,20:00:00,Huddersfield Town,Liverpool,goal,Penalty,Liverpool,Penalty,77:28,Mohamed Salah,0.0,44.0,Left,3,0,1,0,-,E. Can,Penalty Earned,-57.0,44.0,-,-
